accnum,latitude,longitude,day_of_week,day_of_year,day,year,month,hour,division,neighbourhood_id,is_major_arterial,is_dry,good_light,good_visibility,has_traffctl,is_intersection,has_rlc,pedestrian_accident
5002178129,43.672553,-79.440799,6,354,20,2015,12,6,13,93,1,1,0,1,0,0,0,0
5002189475,43.663119,-79.373019,1,356,22,2015,12,9,51,73,0,0,1,0,1,0,0,0
6000131463,43.637419,-79.42868399999999,4,22,22,2016,1,18,14,85,0,1,0,1,0,0,0,0
6000143198,43.614146000000005,-79.55611,5,23,23,2016,1,20,22,14,1,1,0,1,1,0,1,0
7003103184,43.811564000000004,-79.323375,3,334,30,2017,11,17,42,116,1,0,0,0,1,0,0,0
7003199347,43.812712,-79.32134599999999,4,349,15,2017,12,7,42,116,0,0,1,1,0,0,0,0
7003233329,43.654326,-79.422664,2,354,20,2017,12,11,14,81,1,0,1,0,1,0,0,0
8000134975,43.79074,-79.452991,0,22,22,2018,1,11,32,35,1,0,1,0,1,0,0,0
8000136344,43.701487,-79.365566,0,22,22,2018,1,15,53,56,0,0,1,0,1,0,0,0
8000214982,43.688712,-79.477367,5,34,3,2018,2,15,12,110,0,1,0,1,0,0,0,0
8000663907,43.685553000000006,-79.55466,4,103,13,2018,4,19,23,7,1,0,0,0,1,0,0,0
8000877104,43.637709,-79.458881,1,135,15,2018,5,15,11,85,1,1,1,1,1,0,0,0
8000879667,43.653655,-79.37321800000001,2,136,16,2018,5,5,51,73,1,1,0,1,1,0,0,0
8000880741,43.666098,-79.334277,2,136,16,2018,5,8,55,70,0,1,1,1,1,0,0,0
8000922403,43.658751,-79.453182,1,142,22,2018,5,15,11,88,0,1,1,1,0,0,0,0
8000970456,43.645078999999996,-79.365466,1,149,29,2018,5,17,51,77,0,1,1,1,1,0,0,0
8000979295,43.683352,-79.311801,2,150,30,2018,5,21,55,62,1,1,0,1,0,0,0,0
8001034649,43.67483,-79.45881999999999,3,158,7,2018,6,21,12,91,0,1,0,1,0,0,0,0
8001059223,43.605387,-79.49386899999999,0,162,11,2018,6,17,22,17,0,1,1,1,0,0,0,0
8001064286,43.667445,-79.399799,1,163,12,2018,6,12,53,79,1,1,1,1,1,0,0,0
8001095116,43.706046,-79.36178100000001,5,167,16,2018,6,15,53,55,1,1,1,1,0,0,0,0
8001178927,43.771048,-79.321101,3,179,28,2018,6,22,42,118,1,1,0,1,0,0,0,0
8001221845,43.645415,-79.412441,3,186,5,2018,7,10,14,82,1,1,1,1,0,0,0,0
8001299322,43.659369,-79.365978,0,197,16,2018,7,19,51,72,1,1,1,1,1,0,0,0
8001304642,43.726865999999994,-79.287242,1,198,17,2018,7,15,41,120,1,1,1,1,1,0,0,0
8001367293,43.671363,-79.429553,3,207,26,2018,7,15,13,94,0,0,0,0,0,0,0,0
8001653005,43.661994,-79.42508199999999,3,214,2,2018,8,13,14,80,1,1,1,1,0,0,1,0
8001484332,43.688646999999996,-79.454875,6,224,12,2018,8,14,13,109,0,1,1,1,1,0,0,0
8001531985,43.652201,-79.401103,6,231,19,2018,8,15,14,78,1,1,1,1,0,0,0,0
8001574808,43.703757,-79.52395200000001,5,237,25,2018,8,23,12,113,0,1,0,1,0,0,0,0
8001650785,43.730696,-79.459316,3,249,6,2018,9,13,32,26,0,1,1,1,0,0,0,0
8001679287,43.820048,-79.262058,0,253,10,2018,9,19,42,130,0,0,0,0,1,0,0,0
8001708273,43.666419,-79.438152,5,258,15,2018,9,5,14,93,1,1,0,1,0,0,0,0
8001722145,43.78157,-79.494472,0,260,17,2018,9,10,31,27,1,1,1,1,1,0,1,0
8001722956,43.647261,-79.379688,0,260,17,2018,9,12,52,76,1,1,1,1,1,0,0,0
8001771158,43.647771999999996,-79.37733,6,266,23,2018,9,14,51,75,1,1,1,1,1,0,0,0
8001764546,43.68141,-79.332347,6,266,23,2018,9,17,54,65,1,1,1,1,0,0,0,0
8001765943,43.65576,-79.598361,6,266,23,2018,9,22,22,11,1,1,0,1,1,0,0,0
8001781427,43.674388,-79.42258000000001,2,269,26,2018,9,9,13,94,0,1,1,1,0,0,0,0
8001784875,43.810984000000005,-79.279712,2,269,26,2018,9,17,42,129,1,1,1,1,1,0,0,0
8001832356,43.664039,-79.34342600000001,3,277,4,2018,10,7,55,70,0,0,0,0,0,0,0,0
8001860748,43.658515,-79.35094000000001,0,281,8,2018,10,20,55,70,1,1,0,1,0,0,0,0
8001918049,43.651065,-79.47626,4,285,12,2018,10,16,11,87,1,1,1,1,1,0,0,0
8001963580,43.714079999999996,-79.445865,2,297,24,2018,10,14,13,31,0,1,1,1,0,0,0,0
8002001180,43.819559999999996,-79.32439699999999,1,303,30,2018,10,10,42,116,1,1,1,1,1,0,0,0
8002051381,43.784628999999995,-79.481014,1,310,6,2018,11,23,32,27,1,0,0,0,1,0,0,0
8002063591,43.668890999999995,-79.404735,3,312,8,2018,11,19,53,95,0,1,0,1,1,0,0,0
8002149511,43.825247,-79.300037,3,326,22,2018,11,9,42,130,1,1,1,1,1,0,0,0
8002197002,43.816859,-79.30404200000001,3,333,29,2018,11,17,42,130,1,1,0,1,0,0,0,0
8002245364,43.659312,-79.347934,4,341,7,2018,12,3,55,70,0,0,0,0,0,0,0,0
884090,43.652892,-79.406253,0,2,2,2006,1,7,14,78,1,0,0,0,0,0,0,1
885782,43.655145000000005,-79.43359,2,4,4,2006,1,19,14,83,1,0,0,0,1,0,0,1
882079,43.777056,-79.347858,4,6,6,2006,1,22,33,47,1,1,0,1,1,0,0,1
882497,43.721445,-79.55809,6,8,8,2006,1,18,23,5,1,1,0,1,1,0,0,1
882174,43.769445000000005,-79.28229,0,9,9,2006,1,14,41,126,1,1,1,1,1,0,0,1
886039,43.809816999999995,-79.257663,0,9,9,2006,1,18,42,129,1,1,0,1,1,0,0,1
882912,43.741045,-79.53989,5,14,14,2006,1,9,31,22,1,0,1,0,1,0,0,1
886573,43.704345,-79.40959000000001,5,14,14,2006,1,20,53,100,1,1,0,1,0,0,0,1
886552,43.665545,-79.48289,6,15,15,2006,1,18,11,89,1,1,0,1,0,0,0,1
887039,43.758945000000004,-79.42259,1,17,17,2006,1,19,32,38,1,0,0,0,1,0,0,1
886747,43.769145,-79.18279,1,17,17,2006,1,22,43,136,0,0,0,0,1,0,0,1
892999,43.690445000000004,-79.31139,1,17,17,2006,1,23,54,60,0,0,0,0,0,0,0,1
886230,43.779345,-79.27559000000001,5,21,21,2006,1,18,42,128,1,1,0,1,0,0,0,1
884310,43.765045,-79.17039,6,22,22,2006,1,2,43,136,0,1,0,1,0,0,0,1
884326,43.671145,-79.38719,6,22,22,2006,1,18,53,98,1,1,0,1,0,0,0,1
884756,43.803445,-79.17069000000001,1,24,24,2006,1,7,42,131,0,0,1,1,1,0,0,1
887237,43.663545,-79.41839,4,27,27,2006,1,20,14,80,1,1,0,1,0,0,0,1
889323,43.684645,-79.41119,6,29,29,2006,1,21,53,96,1,0,0,0,1,0,1,1
889954,43.800645,-79.30709,4,34,3,2006,2,7,42,117,1,0,1,0,1,0,0,1
890013,43.763445000000004,-79.29139,4,34,3,2006,2,9,41,126,1,0,1,0,1,0,0,1
887427,43.663745,-79.49039,1,38,7,2006,2,13,11,89,1,1,1,1,1,0,0,1
890583,43.657845,-79.47909,2,39,8,2006,2,7,11,88,0,1,1,1,1,0,0,1
887637,43.686745,-79.59559,2,39,8,2006,2,15,23,1,1,1,1,1,1,0,1,1
888231,43.712545,-79.30039000000001,0,44,13,2006,2,9,54,54,0,1,1,1,1,0,0,1
888497,43.687345,-79.34469,2,46,15,2006,2,9,54,59,0,1,1,1,1,0,0,1
891641,43.662545,-79.42979,3,47,16,2006,2,21,14,93,0,0,0,0,0,0,0,1
893071,43.713045,-79.36719000000001,6,50,19,2006,2,15,53,56,1,1,1,1,1,0,0,1
889218,43.808145,-79.21999,0,51,20,2006,2,18,42,132,0,1,0,1,0,0,0,1
890516,43.740545000000004,-79.43479,1,52,21,2006,2,18,32,38,1,1,0,1,1,0,0,1
893539,43.693745,-79.42259,3,54,23,2006,2,13,13,101,1,1,1,1,1,0,0,1
890040,43.666045000000004,-79.58769000000001,4,55,24,2006,2,8,22,11,1,1,1,1,1,0,0,1
890213,43.671845000000005,-79.39539,5,56,25,2006,2,15,53,95,1,1,1,1,1,0,0,1
890506,43.717145,-79.58259,0,58,27,2006,2,5,23,1,1,1,0,1,0,0,0,1
894467,43.659545,-79.34669,0,58,27,2006,2,17,55,70,0,1,1,1,1,0,0,1
895068,43.636545,-79.47509000000001,0,65,6,2006,3,18,11,87,0,1,0,1,0,0,0,1
892658,43.656345,-79.45249,5,70,11,2006,3,8,11,88,1,1,1,1,1,0,1,1
911964,43.780045,-79.41399,5,168,17,2006,6,17,32,51,1,1,1,1,0,0,0,1
909261,43.601245,-79.50299,0,170,19,2006,6,12,22,18,1,1,1,1,1,0,0,1
911973,43.752645,-79.45189,0,170,19,2006,6,17,32,33,1,1,1,1,1,0,0,1
909745,43.655145000000005,-79.38849,3,173,22,2006,6,22,52,76,1,1,0,1,0,0,0,1
915319,43.648545,-79.38089000000001,2,179,28,2006,6,13,52,76,1,1,1,1,0,0,0,1
919331,43.765245,-79.42519,4,181,30,2006,6,12,32,38,0,1,1,1,0,0,0,1
911915,43.602045000000004,-79.49909,1,185,4,2006,7,18,22,18,1,1,1,1,0,0,0,1
916566,43.687645,-79.39389,4,188,7,2006,7,14,53,98,1,1,1,1,0,0,0,1
913040,43.673845,-79.28189,0,191,10,2006,7,17,55,63,0,1,1,1,1,0,0,1
917567,43.807445,-79.17039,1,192,11,2006,7,8,42,131,0,1,1,1,0,0,0,1
917855,43.647845000000004,-79.39599,3,194,13,2006,7,13,52,77,1,1,1,1,1,0,0,1
918124,43.642845,-79.57469,4,195,14,2006,7,13,22,11,1,1,1,1,0,0,0,1
914314,43.658345000000004,-79.44269,2,200,19,2006,7,22,11,93,1,1,0,1,1,0,0,1
922819,43.784045,-79.25269,3,201,20,2006,7,16,42,128,0,1,1,1,0,0,0,1
914846,43.729145,-79.30449,6,204,23,2006,7,13,41,119,1,0,1,0,0,0,0,1
915991,43.694445,-79.54549,4,209,28,2006,7,16,23,6,1,1,1,1,0,0,1,1
924338,43.702845,-79.50379000000001,6,211,30,2006,7,7,12,30,1,1,1,1,1,0,0,1
916541,43.791945,-79.35809,0,212,31,2006,7,6,33,47,1,1,1,1,1,0,0,1
920182,43.651245,-79.47549000000001,0,212,31,2006,7,14,11,87,1,1,1,1,0,0,0,1
916630,43.802045,-79.21779000000001,1,213,1,2006,8,23,42,132,0,1,0,1,1,0,0,1
916979,43.634145000000004,-79.47169,3,215,3,2006,8,1,11,85,1,0,0,0,0,0,0,1
917154,43.672145,-79.49399,3,215,3,2006,8,1,12,111,1,0,0,0,0,0,0,1
920424,43.762045,-79.40829000000001,3,215,3,2006,8,18,32,51,1,1,1,1,1,0,0,1
917223,43.603245,-79.55459,5,217,5,2006,8,6,22,20,0,1,0,1,0,0,0,1
917225,43.677645,-79.38059,6,218,6,2006,8,2,53,98,1,1,0,1,0,0,0,1
917426,43.735245,-79.59819,0,219,7,2006,8,21,23,1,1,1,0,1,0,0,0,1
920927,43.646145000000004,-79.39179,0,219,7,2006,8,23,52,77,1,1,0,1,0,0,0,1
920998,43.721145,-79.57119,1,220,8,2006,8,9,23,4,1,1,1,1,0,0,0,1
917601,43.795445,-79.41939,1,220,8,2006,8,10,32,50,1,1,1,1,1,0,0,1
949221,43.671145,-79.29429,2,221,9,2006,8,21,55,63,0,1,0,1,0,0,0,1
921246,43.665745,-79.38099,5,224,12,2006,8,2,51,75,0,1,0,1,1,0,0,1
922716,43.767545,-79.18169,1,227,15,2006,8,18,43,136,0,1,1,1,0,0,0,1
919141,43.655045,-79.36209000000001,3,229,17,2006,8,18,51,73,1,1,0,1,0,0,1,1
922297,43.649145000000004,-79.39449,3,229,17,2006,8,21,52,77,1,1,0,1,0,0,0,1
923250,43.772345,-79.16079,3,229,17,2006,8,22,43,136,0,1,0,1,0,0,0,1
919641,43.758345,-79.31299,5,231,19,2006,8,13,41,119,1,1,1,1,0,0,0,1
919516,43.663245,-79.33019,5,231,19,2006,8,23,55,70,0,1,0,1,1,0,0,1
962372,43.640645,-79.43649,0,92,2,2007,4,21,11,86,1,1,0,1,0,0,1,1
966139,43.721445,-79.23669,1,93,3,2007,4,12,43,123,1,1,1,1,0,0,0,1
967321,43.796445,-79.41909,1,100,10,2007,4,16,32,50,0,1,1,1,0,0,0,1
964318,43.792745000000004,-79.35429,5,104,14,2007,4,13,33,48,1,1,1,1,0,0,0,1
968354,43.799345,-79.33759,4,110,20,2007,4,22,33,46,0,1,0,1,0,0,0,1
968451,43.653544000000004,-79.340793,5,111,21,2007,4,13,55,70,1,1,1,1,1,0,0,1
969630,43.680645,-79.31109000000001,5,118,28,2007,4,1,55,64,0,0,0,0,0,0,0,1
966627,43.827245,-79.29169,5,118,28,2007,4,14,42,130,1,1,1,1,1,0,0,1
966632,43.662345,-79.42579,5,118,28,2007,4,17,14,93,0,1,1,1,0,0,0,1
966951,43.647845000000004,-79.52689000000001,0,120,30,2007,4,9,22,14,0,1,1,1,1,0,0,1
970082,43.777345000000004,-79.42649,3,123,3,2007,5,19,32,36,1,1,1,1,1,0,0,1
968157,43.657745,-79.44579,0,127,7,2007,5,11,11,93,1,1,1,1,0,0,0,1
971396,43.792645,-79.35469,1,128,8,2007,5,10,33,47,1,1,1,1,1,0,0,1
969441,43.658745,-79.37519,0,134,14,2007,5,21,51,73,1,1,0,1,0,0,0,1
977784,43.659245,-79.44299000000001,2,136,16,2007,5,11,11,93,0,0,1,0,1,0,0,1
984687,43.708645000000004,-79.47809000000001,4,138,18,2007,5,14,12,30,1,1,1,1,1,0,1,1
970644,43.825945000000004,-79.29729,6,140,20,2007,5,4,42,130,1,1,0,1,1,0,0,1
973958,43.790145,-79.17339,0,148,28,2007,5,5,43,134,0,1,0,1,1,0,0,1
972321,43.732945,-79.40419,0,148,28,2007,5,12,32,105,1,1,1,1,0,0,0,1
972006,43.759545,-79.59569,0,148,28,2007,5,18,23,2,1,1,1,1,0,0,0,1
977762,43.682545000000005,-79.32719,6,154,3,2007,6,19,54,65,1,0,0,0,1,0,0,1
973640,43.655945,-79.38639,2,157,6,2007,6,16,52,76,0,1,1,1,0,0,0,1
974078,43.707645,-79.30259000000001,4,159,8,2007,6,8,54,54,1,1,1,1,1,0,0,1
974168,43.638645000000004,-79.42889,5,160,9,2007,6,9,14,85,1,1,1,1,0,0,0,1
974270,43.794445,-79.43659,6,161,10,2007,6,10,32,36,1,1,1,1,1,0,0,1
977112,43.668645,-79.38609,2,164,13,2007,6,14,51,75,1,1,1,1,1,0,0,1
975035,43.654945,-79.41559000000001,3,165,14,2007,6,11,14,80,1,1,1,1,1,0,0,1
975246,43.689345,-79.45919,6,168,17,2007,6,4,13,109,0,1,0,1,1,0,0,1
975488,43.752245,-79.51259,0,169,18,2007,6,15,31,25,0,1,1,1,0,0,0,1
980737,43.761845,-79.41099,3,172,21,2007,6,22,32,51,1,1,1,1,0,0,0,1
976207,43.706145,-79.23599,4,173,22,2007,6,10,41,123,0,1,1,1,0,0,0,1
976691,43.778745,-79.30789,4,173,22,2007,6,20,42,118,1,1,1,1,1,0,1,1
981306,43.645845,-79.52389000000001,6,175,24,2007,6,21,22,14,1,1,0,1,0,0,0,1
981377,43.684445000000004,-79.50809,0,176,25,2007,6,7,12,111,1,1,1,1,0,0,1,1
892682,43.734945,-79.25619,6,71,12,2006,3,2,41,138,1,1,0,1,0,0,0,1
892913,43.649345000000004,-79.42079,6,71,12,2006,3,19,14,81,1,1,0,1,1,0,0,1
893251,43.697045,-79.54669,2,74,15,2006,3,15,23,6,1,1,1,1,1,0,1,1
894953,43.658145000000005,-79.37239,3,75,16,2006,3,17,51,73,1,1,1,1,1,0,0,1
897335,43.663945,-79.45049,4,76,17,2006,3,6,11,93,0,1,1,1,1,0,0,1
897348,43.665145,-79.41129000000001,4,76,17,2006,3,15,14,95,1,1,1,1,0,0,0,1
893964,43.783845,-79.23179,0,79,20,2006,3,7,43,137,0,1,1,1,1,0,0,1
894735,43.662845000000004,-79.34979,5,84,25,2006,3,18,55,70,0,0,0,0,0,0,0,1
899369,43.663745,-79.41769000000001,4,90,31,2006,3,16,14,95,1,1,1,1,0,0,0,1
899747,43.656345,-79.45249,0,93,3,2006,4,16,11,88,1,0,1,0,1,0,1,1
896072,43.686545,-79.41319,1,94,4,2006,4,13,13,101,0,1,1,1,1,0,0,1
899914,43.708045,-79.43919,3,96,6,2006,4,18,13,32,0,1,1,1,0,0,0,1
897313,43.722345000000004,-79.59789,2,102,12,2006,4,18,23,1,1,0,0,0,0,0,0,1
897664,43.663745,-79.38409,5,105,15,2006,4,20,51,75,1,1,0,1,0,0,0,1
902163,43.707545,-79.48239000000001,2,109,19,2006,4,19,12,29,1,1,1,1,1,0,0,1
899004,43.719345000000004,-79.42529,1,115,25,2006,4,16,53,39,0,1,1,1,0,0,0,1
903074,43.687745,-79.27089000000001,2,116,26,2006,4,9,41,122,1,1,1,1,1,0,0,1
990014,43.755945000000004,-79.52429000000001,3,256,13,2007,9,10,31,24,1,1,1,1,1,0,0,1
900756,43.649845,-79.41829,2,123,3,2006,5,10,14,81,1,1,1,1,1,0,0,1
904251,43.651245,-79.38499,4,125,5,2006,5,11,52,76,1,1,1,1,1,0,0,1
904614,43.789445,-79.25969,5,126,6,2006,5,23,42,128,1,1,0,1,0,0,0,1
905909,43.665345,-79.41649,0,128,8,2006,5,19,14,95,0,1,1,1,0,0,0,1
902180,43.684945,-79.42159000000001,3,131,11,2006,5,15,13,106,0,0,1,0,0,0,0,1
905024,43.717445,-79.52399,3,131,11,2006,5,17,31,26,1,0,1,0,0,0,0,1
905249,43.670545000000004,-79.38979,5,133,13,2006,5,12,53,95,1,1,1,1,1,0,0,1
903786,43.656145,-79.39049,5,133,13,2006,5,20,52,78,0,1,0,1,1,0,0,1
909657,43.761045,-79.49999,6,134,14,2006,5,5,31,27,1,1,0,1,1,0,0,1
906225,43.772845000000004,-79.44819,2,137,17,2006,5,11,32,35,1,1,1,1,1,0,0,1
903449,43.750745,-79.49259,2,137,17,2006,5,18,31,27,0,0,1,0,0,0,0,1
903914,43.681945,-79.31129,5,140,20,2006,5,1,55,62,1,0,0,0,0,0,0,1
904456,43.712345,-79.42809,1,143,23,2006,5,18,53,39,1,1,1,1,1,0,0,1
906207,43.669945,-79.31119,4,153,2,2006,6,7,55,63,1,1,1,1,1,0,0,1
906410,43.680245,-79.43249,5,154,3,2006,6,18,13,94,1,0,1,0,1,0,0,1
906767,43.660445,-79.43239,0,156,5,2006,6,19,14,83,1,1,1,1,1,0,0,1
907009,43.656345,-79.39939,1,157,6,2006,6,15,52,78,1,1,1,1,0,0,0,1
910277,43.786545000000004,-79.21999,4,160,9,2006,6,17,43,135,0,1,0,1,0,0,0,1
910951,43.742945,-79.60009000000001,1,164,13,2006,6,21,23,1,1,1,0,1,1,0,1,1
911012,43.709145,-79.56549,2,165,14,2006,6,14,23,1,1,1,1,1,1,0,0,1
908674,43.707845,-79.39279,3,166,15,2006,6,9,53,104,1,1,1,1,1,0,0,1
994169,43.641945,-79.44729,3,256,13,2007,9,18,11,86,0,1,1,1,0,0,0,1
978198,43.792445,-79.44579,1,177,26,2007,6,17,32,36,1,1,1,1,1,0,0,1
994300,43.638345,-79.53769,4,257,14,2007,9,8,22,14,1,1,1,1,0,0,0,1
990888,43.618545000000005,-79.53759000000001,1,261,18,2007,9,13,22,14,1,1,1,1,0,0,0,1
991154,43.688945000000004,-79.38989000000001,2,262,19,2007,9,13,53,98,1,1,1,1,1,0,0,1
992576,43.816745000000004,-79.33699,2,269,26,2007,9,9,42,116,1,1,1,1,0,0,0,1
1002607,43.706945000000005,-79.26809,2,269,26,2007,9,14,41,120,0,0,1,1,1,0,1,1
993818,43.731545000000004,-79.60189,4,271,28,2007,9,19,23,1,1,1,0,1,0,0,0,1
996853,43.808745,-79.26319000000001,4,271,28,2007,9,20,42,129,1,1,0,1,0,0,0,1
993820,43.730245000000004,-79.40359000000001,0,274,1,2007,10,6,32,105,1,1,0,1,0,0,0,1
996876,43.642245,-79.56599,1,282,9,2007,10,18,22,13,0,1,1,1,1,0,0,1
995772,43.657845,-79.34139,2,283,10,2007,10,11,55,70,1,1,1,1,1,0,0,1
996892,43.617445000000004,-79.49889,2,283,10,2007,10,14,22,17,0,1,1,1,1,0,0,1
996032,43.796045,-79.31849,2,283,10,2007,10,19,42,117,1,0,0,0,0,0,0,1
996081,43.796945,-79.42479,3,284,11,2007,10,19,32,36,1,1,1,1,1,0,0,1
999780,43.764245,-79.20449,5,286,13,2007,10,19,43,137,1,0,0,0,0,0,0,1
997688,43.763245,-79.41139,6,294,21,2007,10,1,32,51,1,1,0,1,1,0,0,1
997765,43.686145,-79.59529,6,294,21,2007,10,2,23,1,1,1,0,1,0,0,0,1
999776,43.645945000000005,-79.40629,0,295,22,2007,10,9,14,82,0,1,1,1,1,0,0,1
999852,43.758245,-79.41009,1,296,23,2007,10,6,32,51,1,0,0,0,1,0,0,1
1000055,43.658445,-79.37029,2,297,24,2007,10,9,51,73,1,1,1,1,0,0,0,1
1002027,43.706545,-79.28949,4,299,26,2007,10,21,41,120,0,0,0,0,1,0,0,1
1004974,43.795645,-79.22979000000001,2,304,31,2007,10,18,42,132,1,1,0,1,0,0,0,1
1000339,43.777745,-79.51109,5,307,3,2007,11,6,31,27,1,1,0,1,0,0,0,1
1000380,43.637145000000004,-79.43599,6,308,4,2007,11,10,14,85,1,1,1,1,1,0,0,1
1002316,43.672945,-79.31929000000001,0,309,5,2007,11,18,55,64,0,0,0,0,1,0,0,1
1000871,43.752045,-79.29749,1,310,6,2007,11,7,41,119,1,1,1,1,1,0,0,1
1003217,43.774545,-79.25219,1,310,6,2007,11,18,43,137,1,0,0,0,1,0,0,1
1000894,43.793945,-79.35789,1,310,6,2007,11,21,33,48,0,0,0,0,0,0,0,1
1008556,43.700045,-79.42989,2,311,7,2007,11,11,13,106,1,1,1,1,0,0,0,1
1005011,43.784728,-79.310634,2,311,7,2007,11,22,42,118,1,1,0,1,0,0,0,1
1001270,43.741145,-79.58939000000001,3,312,8,2007,11,6,23,2,1,1,1,1,0,0,0,1
1003332,43.756045,-79.26669,3,312,8,2007,11,19,41,127,1,0,0,0,0,0,0,1
1002002,43.661945,-79.36699,3,312,8,2007,11,21,51,72,0,0,0,0,1,0,0,1
1003525,43.785045000000004,-79.44169000000001,4,313,9,2007,11,8,32,36,0,1,0,1,0,0,0,1
1001761,43.754845,-79.51709,4,313,9,2007,11,18,31,25,1,0,0,0,1,0,0,1
1002149,43.706245,-79.53239,4,313,9,2007,11,18,12,113,1,0,0,0,1,0,0,1
950372,43.707145000000004,-79.39619,2,17,17,2007,1,15,53,104,1,0,1,0,0,0,0,1
927010,43.641045,-79.44699,5,273,30,2006,9,8,11,86,0,1,1,1,1,0,0,1
942286,43.658345000000004,-79.33899,1,332,28,2006,11,15,55,70,1,1,1,1,1,0,0,1
939300,43.704145000000004,-79.41069,2,333,29,2006,11,11,53,103,1,0,1,0,0,0,0,1
923341,43.797145,-79.30519,0,233,21,2006,8,8,42,117,1,1,1,1,1,0,0,1
929097,43.710745,-79.33119,5,273,30,2006,9,19,54,44,0,0,0,0,1,0,0,1
950847,43.715745,-79.53159000000001,4,19,19,2007,1,7,31,23,1,1,0,1,1,0,0,1
981588,43.768845,-79.41279,3,179,28,2007,6,19,32,51,1,1,1,1,0,0,0,1
919517,43.722145000000005,-79.33279,0,233,21,2006,8,10,54,44,1,0,1,1,0,0,0,1
949483,43.638945,-79.42739,4,19,19,2007,1,13,14,85,1,1,1,1,1,0,0,1
982611,43.641945,-79.45499000000001,2,185,4,2007,7,20,11,87,1,0,1,1,0,0,0,1
939458,43.737345,-79.43409,3,334,30,2006,11,7,32,38,1,0,0,0,0,0,0,1
930768,43.741945,-79.59419,5,273,30,2006,9,19,23,2,1,0,1,0,1,0,0,1
919520,43.789645,-79.25879,0,233,21,2006,8,11,42,128,1,1,1,1,1,0,1,1
936265,43.728345000000004,-79.43379,0,233,21,2006,8,13,32,32,0,1,1,1,1,0,0,1
924979,43.640445,-79.43729,1,234,22,2006,8,10,11,86,1,1,1,1,1,0,0,1
919684,43.740245,-79.23209,1,234,22,2006,8,20,43,138,1,1,0,1,1,0,0,1
923640,43.650145,-79.39119000000001,3,236,24,2006,8,6,52,78,1,1,0,1,0,0,0,1
920395,43.831045,-79.27519000000001,3,236,24,2006,8,21,42,130,1,1,0,1,1,0,0,1
924041,43.671045,-79.45999,5,238,26,2006,8,15,11,91,0,1,1,1,0,0,0,1
924064,43.665045,-79.45459,5,238,26,2006,8,20,11,93,1,0,0,0,0,0,0,1
921084,43.753345,-79.48849,1,241,29,2006,8,9,31,27,1,1,1,1,0,0,0,1
925202,43.734545000000004,-79.35599,1,241,29,2006,8,17,33,42,1,1,1,1,1,0,1,1
925968,43.767745,-79.38309,3,243,31,2006,8,7,33,52,1,1,1,1,1,0,0,1
927513,43.731845,-79.61649,0,247,4,2006,9,12,23,1,0,1,1,1,0,0,0,1
927745,43.672545,-79.28809,1,248,5,2006,9,22,55,63,0,1,0,1,0,0,0,1
922913,43.782545,-79.20499000000001,4,251,8,2006,9,10,43,135,1,1,1,1,1,0,0,1
922947,43.682345,-79.32829,5,252,9,2006,9,1,54,66,1,0,0,0,0,0,0,1
923894,43.634345,-79.43769,1,255,12,2006,9,22,14,85,0,0,0,0,0,0,0,1
941100,43.671045,-79.38319,1,255,12,2006,9,22,53,98,1,0,0,0,1,0,0,1
928690,43.690345,-79.44809000000001,4,258,15,2006,9,21,13,107,1,1,0,1,0,0,0,1
929165,43.699945,-79.51709,6,260,17,2006,9,1,12,113,1,1,0,1,0,0,0,1
929596,43.658545000000004,-79.45309,2,263,20,2006,9,13,11,88,0,1,1,1,0,0,0,1
925612,43.789845,-79.45759,3,264,21,2006,9,14,32,35,1,1,1,1,1,0,0,1
930125,43.687145,-79.53389,3,264,21,2006,9,15,23,7,0,1,1,1,0,0,0,1
932578,43.644545,-79.56719,0,268,25,2006,9,8,22,13,1,1,1,1,1,0,0,1
926129,43.711445,-79.35849,0,268,25,2006,9,12,53,55,0,1,1,1,1,0,0,1
930469,43.695145000000004,-79.45279000000001,1,269,26,2006,9,14,13,108,1,1,1,1,0,0,0,1
926656,43.755945000000004,-79.24349000000001,3,271,28,2006,9,8,43,137,1,1,1,1,0,0,0,1
930555,43.718945,-79.42969000000001,3,271,28,2006,9,14,53,39,1,1,1,1,0,0,0,1
944296,43.649345000000004,-79.42159000000001,5,273,30,2006,9,5,14,81,0,1,0,1,0,0,0,1
986221,43.657245,-79.40379,5,188,7,2007,7,3,14,78,1,1,0,1,0,0,0,1
952422,43.660045000000004,-79.34449000000001,1,23,23,2007,1,8,55,70,0,0,1,1,0,0,0,1
979400,43.735245,-79.23669,2,192,11,2007,7,20,43,123,0,1,1,1,0,0,0,1
942557,43.693345,-79.56249,3,334,30,2006,11,18,23,7,1,0,0,0,1,0,0,1
957981,43.668445,-79.43899,4,26,26,2007,1,11,14,93,1,1,1,1,1,0,1,1
954013,43.708145,-79.26859,0,29,29,2007,1,14,41,120,0,1,1,1,0,0,0,1
954398,43.809145,-79.22169,1,30,30,2007,1,18,42,132,0,0,0,0,1,0,0,1
957028,43.685645,-79.31279,5,34,3,2007,2,11,54,62,1,1,1,1,1,0,0,1
958325,43.798045,-79.33359,1,37,6,2007,2,15,42,117,1,1,1,1,1,0,0,1
958067,43.782069,-79.416087,2,38,7,2007,2,7,32,50,1,1,1,1,0,0,0,1
951917,43.685645,-79.52069,2,38,7,2007,2,15,23,8,0,1,1,1,0,0,0,1
