accnum,latitude,longitude,day_of_week,day_of_year,day,year,month,hour,division,neighbourhood_id,is_major_arterial,is_dry,good_light,good_visibility,has_traffctl,is_intersection,has_rlc,pedestrian_accident
891027,43.752745000000004,-79.32639,5,42,11,2006,2,18,33,45,0,1,0,1,0,0,0,0
893580,43.770645,-79.18689,0,58,27,2006,2,19,43,136,1,0,0,1,1,0,0,0
894195,43.688645,-79.35279,2,60,1,2006,3,11,54,57,0,1,1,1,0,0,0,0
899910,43.658545000000004,-79.38489,3,96,6,2006,4,15,52,76,1,1,1,1,1,0,0,0
898340,43.713045,-79.41179,3,110,20,2006,4,8,53,103,1,1,1,1,0,0,0,0
898350,43.763445000000004,-79.49099,3,110,20,2006,4,20,31,27,1,1,0,1,1,0,0,0
902863,43.657244,-79.447788,1,115,25,2006,4,8,11,83,1,0,1,0,1,0,0,0
939781,43.659945,-79.43499,4,118,28,2006,4,23,14,83,1,1,0,1,0,0,0,0
902826,43.665445,-79.41139,2,123,3,2006,5,9,14,95,1,1,1,1,0,0,0,0
919534,43.768745,-79.35689,2,137,17,2006,5,12,33,53,0,1,1,1,0,0,0,0
912231,43.661345000000004,-79.38179000000001,2,144,24,2006,5,19,51,75,1,1,1,1,0,0,0,0
917581,43.686245,-79.39329000000001,3,145,25,2006,5,22,53,98,1,1,0,1,1,0,0,1
905457,43.676745000000004,-79.41579,4,146,26,2006,5,22,13,96,1,1,0,1,1,0,1,0
911791,43.673345,-79.38809,1,157,6,2006,6,15,53,98,1,1,1,1,0,0,0,0
926382,43.670043,-79.428989,5,161,10,2006,6,16,14,93,1,1,1,1,1,0,0,0
911355,43.656645000000005,-79.36629,5,168,17,2006,6,13,51,73,0,1,1,1,0,0,0,0
911839,43.685645,-79.31279,6,169,18,2006,6,2,54,62,1,1,0,1,1,0,0,0
911972,43.668845000000005,-79.39369,6,169,18,2006,6,21,53,95,1,1,0,1,0,0,0,0
911524,43.709345,-79.29289,6,169,18,2006,6,22,41,120,1,1,0,1,1,0,0,0
918059,43.685645,-79.31279,2,172,21,2006,6,8,54,62,1,1,1,1,1,0,0,1
916584,43.646545,-79.38299,2,172,21,2006,6,8,52,76,0,1,1,1,1,0,0,0
913254,43.639945000000004,-79.43989,5,175,24,2006,6,3,11,86,1,1,0,1,1,0,0,0
913288,43.686645,-79.34779,6,176,25,2006,6,12,54,59,1,1,1,1,0,0,0,0
911336,43.744045,-79.28349,2,179,28,2006,6,10,41,126,1,1,1,1,1,0,0,0
911521,43.683745,-79.48249,3,180,29,2006,6,9,12,111,0,1,1,1,0,0,0,0
917568,43.686245,-79.43189,1,192,11,2006,7,18,13,107,0,1,1,1,0,0,0,0
917847,43.663145,-79.39269,3,194,13,2006,7,11,52,76,0,1,1,1,1,0,0,0
918102,43.649645,-79.43139000000001,4,195,14,2006,7,9,14,84,0,1,1,1,1,0,0,0
915101,43.631745,-79.43259,0,205,24,2006,7,13,14,85,1,1,1,1,0,0,0,0
919835,43.602045000000004,-79.51169,4,209,28,2006,7,16,22,18,0,1,1,1,0,0,0,0
920315,43.648645,-79.38029,0,212,31,2006,7,16,52,76,1,1,1,1,1,0,0,0
920756,43.730645,-79.57539,1,213,1,2006,8,18,23,4,0,1,1,1,0,0,0,0
921174,43.808945,-79.35899,3,222,10,2006,8,18,33,48,1,1,1,1,1,0,0,0
921181,43.731545000000004,-79.22519,3,222,10,2006,8,18,43,139,1,1,1,1,0,0,0,0
923965,43.639045,-79.34669,5,224,12,2006,8,9,51,70,0,1,1,1,1,0,0,0
927677,43.665045,-79.411586,5,224,12,2006,8,18,14,95,1,1,1,1,0,0,0,0
921668,43.654545,-79.36949,1,227,15,2006,8,15,51,73,1,1,1,1,1,0,0,0
922743,43.667345000000005,-79.40069,4,230,18,2006,8,21,53,95,1,1,0,1,0,0,0,0
932873,43.655345000000004,-79.41299000000001,6,232,20,2006,8,15,14,81,1,1,1,1,0,0,0,0
1118994,43.698245,-79.39659,6,228,16,2009,8,14,53,104,1,1,1,1,1,0,0,1
1126624,43.775445,-79.17509,6,228,16,2009,8,20,43,136,1,1,0,1,0,0,0,0
1124210,43.740345,-79.40589,0,229,17,2009,8,7,32,41,1,1,1,1,1,0,0,0
1122151,43.658445,-79.39319,1,244,1,2009,9,10,52,78,0,1,1,1,0,0,0,0
1122417,43.655845,-79.39919,1,244,1,2009,9,12,52,78,1,1,1,1,1,0,0,0
1128125,43.659845000000004,-79.39049,1,244,1,2009,9,14,52,76,1,1,1,1,1,0,0,0
1128823,43.696345,-79.46869000000001,4,254,11,2009,9,11,12,112,0,1,1,1,0,0,0,0
1124595,43.703945000000004,-79.25279,0,257,14,2009,9,21,41,122,1,1,0,1,1,0,0,0
1132051,43.658745,-79.37809,3,267,24,2009,9,10,51,75,0,1,1,1,0,0,0,0
1131978,43.664545000000004,-79.45659,3,267,24,2009,9,17,11,93,1,1,1,1,0,0,0,0
1134906,43.668845000000005,-79.37949,2,287,14,2009,10,10,51,74,1,1,1,1,1,0,1,0
1135987,43.673045,-79.46499,1,293,20,2009,10,11,12,91,1,1,1,1,1,0,0,0
1139402,43.753045,-79.48839,4,310,6,2009,11,6,31,27,1,1,0,1,0,0,0,0
1140607,43.662245,-79.38739,4,310,6,2009,11,10,52,76,0,1,1,1,0,0,0,0
1140739,43.650445,-79.38869,0,313,9,2009,11,12,52,78,1,1,1,1,1,0,0,1
1136343,43.643545,-79.43919,1,314,10,2009,11,14,11,86,0,1,1,1,1,0,0,0
1141576,43.658845,-79.39529,2,322,18,2009,11,10,52,79,1,1,1,1,0,0,0,0
1144668,43.710345000000004,-79.25899,5,325,21,2009,11,17,41,122,0,1,0,1,0,0,0,0
1143058,43.767445,-79.27329,3,330,26,2009,11,6,41,126,1,0,0,0,0,0,0,0
1146935,43.707445,-79.26779,0,334,30,2009,11,14,41,120,0,1,1,1,0,0,0,0
1141818,43.603845,-79.54619,5,346,12,2009,12,11,22,20,1,1,1,1,0,0,0,0
1142399,43.677545,-79.30259000000001,1,349,15,2009,12,19,55,63,1,1,0,1,0,0,0,0
1144508,43.685845,-79.33939000000001,1,363,29,2009,12,17,54,59,0,1,1,1,0,0,0,0
1150406,43.749545,-79.24449,3,7,7,2010,1,21,43,127,1,1,0,1,0,0,0,0
1157271,43.692345,-79.35449,3,35,4,2010,2,18,54,57,0,1,0,1,0,0,0,0
1171570,43.654945,-79.39879,0,95,5,2010,4,7,52,78,1,1,0,1,1,0,0,0
1167297,43.650345,-79.44159,5,114,24,2010,4,23,11,83,0,1,0,1,0,0,0,0
1175797,43.662045,-79.33589,1,117,27,2010,4,15,55,70,0,1,1,1,0,0,0,0
1165679,43.811645,-79.26919000000001,3,119,29,2010,4,9,42,129,1,1,1,1,1,0,0,0
1172452,43.656545,-79.38799,3,119,29,2010,4,13,52,76,0,1,1,1,0,0,0,0
1172619,43.677845,-79.35459,1,131,11,2010,5,15,54,67,0,1,1,1,0,0,0,0
1172629,43.666645,-79.40389,3,133,13,2010,5,8,53,95,1,1,1,1,1,0,0,0
1178114,43.672473,-79.395664,1,138,18,2010,5,13,53,95,1,1,1,1,0,0,0,0
1176088,43.703245,-79.38819000000001,3,140,20,2010,5,8,53,99,1,1,1,1,0,0,0,0
1170181,43.797045000000004,-79.14409,3,147,27,2010,5,15,43,131,0,1,1,1,0,0,0,0
1179966,43.685345,-79.33049,3,154,3,2010,6,13,54,66,0,1,1,1,0,0,0,0
1171639,43.639745,-79.42359,4,155,4,2010,6,3,14,85,1,1,0,1,1,0,0,0
1180878,43.660145,-79.36299,1,159,8,2010,6,9,51,72,1,1,1,1,0,0,0,0
1173424,43.669645,-79.43279,1,166,15,2010,6,18,14,93,1,1,1,1,1,0,0,0
1181613,43.661045,-79.38479,5,170,19,2010,6,16,52,76,1,1,1,1,0,0,0,0
1176162,43.645983,-79.392284,5,170,19,2010,6,18,52,77,1,1,1,1,1,0,0,0
1182360,43.676645,-79.44899000000001,1,173,22,2010,6,17,13,92,1,1,1,1,0,0,0,0
1177549,43.794645,-79.41919,4,176,25,2010,6,17,32,50,1,1,1,1,1,0,0,0
1183570,43.696445000000004,-79.31739,0,186,5,2010,7,10,54,60,1,1,1,1,1,0,0,0
1183681,43.656445,-79.37709,1,187,6,2010,7,14,51,75,1,1,1,1,1,0,0,0
1179068,43.708845000000004,-79.38789,1,187,6,2010,7,15,53,99,1,1,1,1,1,0,0,0
1176361,43.683245,-79.47429,2,188,7,2010,7,23,12,110,0,1,0,1,0,0,0,0
1307650,43.767646,-79.189586,4,209,27,2012,7,21,43,136,1,1,0,1,1,0,0,0
1313657,43.645445,-79.39499,3,215,2,2012,8,17,52,77,1,1,1,1,1,0,1,0
1315507,43.694045,-79.36629,2,221,8,2012,8,19,53,56,1,1,1,1,1,0,0,0
1311734,43.671145,-79.38239,0,226,13,2012,8,19,53,75,1,1,1,1,0,0,0,0
1316502,43.645445,-79.44869,1,227,14,2012,8,7,11,86,0,0,1,1,0,0,0,0
1319338,43.652145000000004,-79.44809000000001,3,243,30,2012,8,16,11,86,0,1,1,1,1,0,0,0
1319584,43.656649,-79.406482,6,246,2,2012,9,1,14,78,1,1,0,1,0,0,0,0
1319643,43.688145,-79.49259,6,246,2,2012,9,18,12,115,0,1,1,1,1,0,0,0
1320057,43.724045000000004,-79.26449000000001,3,250,6,2012,9,6,41,124,1,1,0,1,0,0,0,0
1316027,43.649345000000004,-79.37669,3,250,6,2012,9,14,51,75,1,1,1,1,0,0,0,0
1321287,43.674545,-79.43259,6,260,16,2012,9,1,13,94,0,1,0,1,0,0,0,0
1321368,43.645945000000005,-79.37909,0,261,17,2012,9,8,52,77,1,1,1,1,1,0,0,0
1323889,43.648245,-79.38179000000001,1,269,25,2012,9,11,52,76,1,1,1,1,0,0,0,0
1324043,43.648345,-79.39329000000001,3,271,27,2012,9,20,52,77,1,1,0,1,1,0,0,0
1324964,43.711745,-79.411693,4,272,28,2012,9,13,53,103,1,1,1,1,0,0,0,0
1324692,43.654845,-79.37649,1,276,2,2012,10,18,51,75,0,1,0,1,1,0,0,0
1324973,43.677845,-79.39789,3,278,4,2012,10,17,53,95,1,1,1,1,0,0,0,0
1326621,43.709145,-79.50589000000001,2,284,10,2012,10,6,12,113,0,1,0,1,0,0,0,0
1326911,43.676945,-79.38949000000001,3,285,11,2012,10,21,53,98,1,1,0,1,1,0,0,0
1326780,43.775824,-79.343715,3,285,11,2012,10,21,33,53,1,0,0,0,1,0,0,0
1344412,43.601245,-79.50298599999999,4,286,12,2012,10,14,22,18,1,1,1,1,1,0,0,0
1321561,43.801845,-79.29429,0,296,22,2012,10,10,42,130,1,1,1,1,1,0,0,0
1330074,43.654544,-79.42189,0,310,5,2012,11,13,14,81,1,1,1,1,0,0,0,0
1324513,43.650045,-79.38629,2,312,7,2012,11,14,52,76,1,1,1,1,1,0,1,0
1326953,43.659243,-79.328388,2,312,7,2012,11,18,55,63,1,1,0,1,1,0,1,0
1325529,43.659045,-79.38209,1,318,13,2012,11,8,51,75,1,1,1,1,1,0,0,0
1327099,43.671546,-79.448291,4,328,23,2012,11,6,13,92,0,1,0,1,1,0,0,0
1335478,43.651645,-79.38279,0,331,26,2012,11,14,52,76,1,1,1,1,0,0,0,0
1340319,43.663345,-79.41309,2,354,19,2012,12,17,14,80,0,1,0,1,1,0,0,0
1344579,43.674745,-79.42829,5,19,19,2013,1,8,13,94,0,0,0,1,1,0,0,0
1340591,43.648055,-79.399661,2,44,13,2013,2,16,14,77,1,1,1,1,1,0,0,0
1349064,43.829145000000004,-79.27609,5,61,2,2013,3,11,42,130,0,1,1,1,1,0,0,0
1353008,43.668445,-79.31959,4,67,8,2013,3,18,55,65,0,1,0,1,1,0,0,0
1345603,43.658045,-79.44399,6,69,10,2013,3,4,11,83,1,1,0,1,1,0,0,0
1346813,43.819645,-79.32439000000001,5,75,16,2013,3,12,42,116,1,1,1,1,1,0,0,0
1350739,43.647116,-79.403972,3,80,21,2013,3,13,14,77,1,0,1,1,1,0,0,0
1350654,43.677233,-79.496135,5,89,30,2013,3,12,12,111,1,1,1,1,0,0,0,0
1050893,43.654845,-79.45949,6,195,13,2008,7,12,11,88,1,1,1,1,0,0,0,0
1052983,43.671345,-79.34119,4,200,18,2008,7,8,55,69,0,1,1,1,0,0,0,0
1054754,43.630345,-79.48429,3,213,31,2008,7,16,22,16,1,1,1,1,1,0,0,0
1051130,43.648245,-79.37089,3,213,31,2008,7,22,51,77,1,1,0,1,1,0,1,0
1056442,43.635545,-79.51369,6,216,3,2008,8,15,22,16,0,1,1,1,0,0,0,0
1053740,43.774545,-79.43879,2,219,6,2008,8,22,32,37,1,1,0,1,1,0,0,0
1060815,43.701845,-79.35819000000001,5,236,23,2008,8,14,53,55,1,1,1,1,1,0,0,0
1058466,43.680145,-79.43299,1,239,26,2008,8,7,13,94,1,1,1,1,0,0,0,0
1059535,43.657145,-79.47879,4,242,29,2008,8,13,11,88,0,1,1,1,0,0,0,0
1056886,43.690043,-79.402889,3,248,4,2008,9,14,53,97,1,1,1,1,0,0,0,0
1057892,43.697345,-79.49899,2,254,10,2008,9,8,12,30,0,1,1,1,0,0,0,0
1060768,43.718745,-79.25129,2,254,10,2008,9,20,41,123,0,1,1,1,1,0,0,0
1062512,43.654345,-79.36229,5,257,13,2008,9,14,51,73,1,1,1,1,0,0,0,0
1062269,43.657945,-79.39559,3,262,18,2008,9,16,52,78,0,1,1,1,0,0,0,0
1064595,43.728145,-79.57469,6,279,5,2008,10,14,23,4,1,1,1,1,1,0,0,0
1068411,43.774145000000004,-79.41409,3,290,16,2008,10,17,32,51,1,1,1,1,0,0,0,0
1069132,43.827245,-79.29169,5,292,18,2008,10,15,42,130,1,1,1,1,1,0,0,0
1069547,43.694145,-79.32799,2,296,22,2008,10,19,54,58,0,1,0,1,1,0,0,0
1069861,43.646145000000004,-79.42349,4,319,14,2008,11,2,14,81,0,1,0,1,0,0,0,0
1076080,43.656645000000005,-79.34669,1,330,25,2008,11,18,55,70,1,0,0,0,0,0,0,0
1075887,43.738145,-79.56569,6,335,30,2008,11,19,23,3,1,1,0,1,1,0,0,0
1093260,43.665545,-79.48289,6,39,8,2009,2,18,11,89,1,1,0,1,0,0,0,0
1097106,43.667445,-79.34338699999999,1,69,10,2009,3,11,55,70,0,1,1,1,0,0,0,0
1103828,43.651145,-79.44529,5,87,28,2009,3,14,11,86,0,1,1,1,0,0,0,0
1106309,43.707945,-79.25189,3,120,30,2009,4,15,41,122,0,1,1,1,1,0,0,0
1103248,43.676543,-79.320789,3,127,7,2009,5,23,55,64,0,1,0,1,0,0,0,0
1110667,43.659045,-79.48429,4,142,22,2009,5,21,11,89,0,1,0,1,0,0,0,0
1106184,43.682745000000004,-79.46329,1,146,26,2009,5,19,12,110,0,0,1,0,1,0,0,0
1154355,43.704245,-79.38859000000001,1,153,2,2009,6,8,53,99,1,1,1,1,1,0,0,0
1113770,43.670645,-79.31829,5,157,6,2009,6,20,55,64,0,1,1,1,0,0,0,0
1110888,43.646545,-79.38299,3,162,11,2009,6,8,52,76,0,1,1,1,1,0,0,0
1110181,43.660645,-79.36649,4,170,19,2009,6,18,51,72,0,1,1,1,1,0,0,0
1110376,43.687745,-79.27089000000001,6,172,21,2009,6,16,41,122,1,1,1,1,1,0,0,0
1116367,43.679545000000005,-79.34179,6,172,21,2009,6,18,54,69,1,1,1,1,0,0,0,0
1116707,43.651745,-79.40849,1,174,23,2009,6,19,14,81,1,1,1,1,1,0,0,1
1119932,43.709545,-79.23849,0,187,6,2009,7,22,43,123,0,1,0,1,0,0,0,0
1113959,43.642745,-79.39389,0,194,13,2009,7,18,52,77,1,1,1,1,1,0,0,0
1120536,43.700945000000004,-79.42559,0,194,13,2009,7,20,53,101,1,1,1,1,1,0,0,0
1121120,43.663045000000004,-79.40209,4,198,17,2009,7,10,52,79,1,1,1,1,1,0,0,0
1121287,43.661145,-79.35819000000001,5,199,18,2009,7,2,51,72,1,1,0,1,1,0,1,0
1121495,43.664745,-79.41309,0,201,20,2009,7,10,14,95,1,1,1,1,0,0,0,0
1122468,43.686445,-79.54919,1,209,28,2009,7,12,23,7,0,1,1,1,0,0,0,0
1117715,43.784145,-79.28869,3,218,6,2009,8,15,42,128,1,1,1,1,0,0,0,1
1117851,43.719245,-79.45589,4,219,7,2009,8,17,32,31,1,1,1,1,0,0,0,0
1118031,43.615945,-79.49829,6,221,9,2009,8,18,22,17,0,1,1,1,0,0,0,0
1124459,43.792645,-79.35469,0,222,10,2009,8,1,33,47,1,0,0,1,1,0,0,0
1253635,43.638845,-79.38659,2,201,20,2011,7,18,52,77,0,1,1,1,1,0,0,0
1184180,43.662745,-79.340793,4,190,9,2010,7,21,55,70,0,1,0,1,0,0,0,0
1254931,43.770045,-79.17909,3,209,28,2011,7,13,43,136,0,0,1,0,0,0,0,0
1177384,43.671045,-79.45109000000001,3,196,15,2010,7,20,13,93,0,1,0,1,1,0,0,0
1185727,43.636045,-79.40209,1,201,20,2010,7,21,14,82,1,1,0,1,1,0,0,0
1185756,43.647643,-79.384792,3,203,22,2010,7,12,52,76,1,1,1,1,1,0,0,0
1186269,43.697445,-79.54519,6,206,25,2010,7,13,23,6,1,1,1,1,1,0,0,0
1186302,43.656345,-79.38089000000001,0,207,26,2010,7,19,51,75,1,1,1,1,1,0,0,0
1197349,43.650845000000004,-79.38659,3,210,29,2010,7,9,52,76,1,1,1,1,1,0,1,0
1188695,43.717845000000004,-79.41449,4,218,6,2010,8,15,53,103,1,0,1,0,0,0,0,0
1188873,43.674045,-79.36779,5,219,7,2010,8,18,51,71,1,1,1,1,0,0,0,1
1188927,43.685345,-79.31409000000001,5,219,7,2010,8,20,54,64,1,1,0,1,0,0,0,0
1192624,43.754843,-79.456088,2,244,1,2010,9,19,32,34,0,1,0,1,1,0,0,0
1193217,43.652845,-79.43109,3,245,2,2010,9,16,14,83,1,1,1,1,0,0,0,0
1194386,43.704745,-79.29889,3,252,9,2010,9,21,54,54,0,1,0,1,1,0,0,0
1194376,43.762645,-79.36199,4,253,10,2010,9,9,33,40,1,1,1,1,0,0,0,0
1191013,43.737445,-79.27009,3,266,23,2010,9,9,41,125,1,1,1,1,1,0,0,0
1198314,43.694945000000004,-79.462787,5,268,25,2010,9,17,13,108,0,1,1,1,1,0,0,0
1191582,43.637945,-79.45899,6,269,26,2010,9,23,11,85,1,1,0,1,1,0,0,0
1199172,43.684345,-79.39259,1,271,28,2010,9,15,53,98,1,1,1,1,0,0,0,0
1199237,43.68035,-79.279674,5,275,2,2010,10,22,41,122,0,1,0,1,0,0,0,0
1201907,43.669645,-79.30189,2,293,20,2010,10,18,55,63,0,1,0,1,0,0,0,0
1202989,43.638445000000004,-79.39219,4,323,19,2010,11,7,52,77,1,1,1,1,1,0,0,0
1204639,43.638251000000004,-79.453464,0,333,29,2010,11,16,11,85,1,1,1,1,1,0,0,0
1208896,43.676145,-79.35889,1,355,21,2010,12,16,54,68,1,1,1,1,0,0,0,0
1210091,43.674845,-79.40709,5,1,1,2011,1,5,53,95,1,0,0,1,1,0,0,0
1225017,43.655845,-79.38299,4,21,21,2011,1,11,52,76,1,0,1,1,0,0,0,0
1225497,43.650445,-79.38099,2,26,26,2011,1,17,52,76,1,1,0,1,0,0,0,0
1236286,43.653545,-79.42639,2,89,30,2011,3,6,14,81,1,1,1,1,1,0,0,0
1237364,43.666245,-79.37829,1,95,5,2011,4,10,51,71,1,1,1,1,1,0,0,0
1228586,43.655945,-79.38279,0,108,18,2011,4,13,52,76,1,1,1,1,0,0,0,0
1228987,43.785345,-79.23519,2,110,20,2011,4,5,43,137,1,0,0,0,0,0,0,0
1240985,43.676245,-79.43309,5,127,7,2011,5,21,13,94,0,1,0,1,1,0,0,0
1244722,43.636345,-79.40679,6,156,5,2011,6,12,14,82,0,1,1,1,1,0,0,0
1237279,43.755945000000004,-79.52429000000001,2,159,8,2011,6,17,31,24,1,1,1,1,1,0,0,0
1246241,43.663645,-79.37999,0,164,13,2011,6,20,51,75,0,1,0,1,0,0,0,0
1246857,43.665946000000005,-79.450092,2,166,15,2011,6,14,11,93,1,1,1,1,0,0,0,0
1239456,43.719245,-79.42979,3,167,16,2011,6,12,32,39,1,1,1,1,1,0,1,0
1240382,43.633945000000004,-79.43479,4,175,24,2011,6,9,14,85,0,0,1,0,1,0,0,0
1249542,43.652145000000004,-79.40479,2,187,6,2011,7,18,14,78,1,1,1,1,1,0,0,0
1249845,43.798345,-79.14709,4,189,8,2011,7,16,42,133,1,1,1,1,0,0,0,0
1250782,43.682545000000005,-79.39979,3,195,14,2011,7,16,53,97,1,1,1,1,1,0,0,0
1250979,43.723445,-79.33969,4,196,15,2011,7,16,33,42,1,1,1,1,0,0,0,0
1250894,43.679745000000004,-79.34059,4,196,15,2011,7,16,54,69,1,1,1,1,0,0,0,0
1256606,43.683345,-79.47149,2,215,3,2011,8,18,12,110,0,0,1,0,0,0,0,0
1247894,43.758891,-79.334056,3,216,4,2011,8,23,33,45,1,1,0,1,1,0,0,0
1247766,43.693845,-79.33849000000001,4,217,5,2011,8,9,54,58,0,1,1,1,1,0,0,0
1257236,43.656945,-79.42369000000001,4,217,5,2011,8,15,14,80,0,1,1,1,1,0,0,0
1251014,43.689845,-79.46859,5,218,6,2011,8,13,12,110,0,1,1,1,0,0,0,0
1258248,43.783545000000004,-79.29929,0,220,8,2011,8,14,42,118,1,1,1,1,1,0,0,0
1253834,43.641745,-79.39189,1,228,16,2011,8,16,52,77,0,1,1,1,0,0,0,0
1259578,43.651845,-79.47289,4,231,19,2011,8,21,11,87,1,1,0,1,0,0,0,0
1263122,43.693045,-79.39669,3,237,25,2011,8,19,53,97,0,1,1,1,0,0,0,0
1255302,43.645445,-79.43849,1,242,30,2011,8,19,11,86,0,1,0,1,0,0,0,0
1252206,43.665345,-79.46459,2,243,31,2011,8,9,11,90,1,1,1,1,1,0,0,0
1263273,43.675045000000004,-79.39479,3,251,8,2011,9,9,53,95,1,1,1,1,0,0,0,0
1253390,43.662445,-79.35139000000001,6,254,11,2011,9,15,55,70,1,1,1,1,1,0,0,0
1264906,43.827345,-79.26519,4,259,16,2011,9,8,42,130,0,1,1,1,1,0,0,0
1255068,43.781045,-79.44479,1,263,20,2011,9,17,32,36,1,1,1,1,1,0,0,0
1266347,43.649645,-79.43149,2,264,21,2011,9,22,14,84,0,0,0,1,1,0,0,0
1266558,43.662445,-79.40479,4,266,23,2011,9,16,14,79,0,0,1,0,0,0,0,0
1266612,43.602445,-79.51009,5,267,24,2011,9,15,22,18,0,1,1,1,0,0,0,0
1266995,43.751045,-79.56039,6,268,25,2011,9,19,31,21,0,1,0,1,1,0,0,0
1267989,43.662045,-79.38619,0,276,3,2011,10,16,52,76,1,1,1,1,0,0,0,0
1270018,43.650939,-79.43996,1,291,18,2011,10,8,11,83,0,1,1,1,1,0,0,0
1277761,43.658245,-79.37789000000001,5,302,29,2011,10,19,51,75,0,1,0,1,1,0,0,0
1272062,43.667845,-79.37089,0,304,31,2011,10,10,51,71,0,1,1,1,0,0,0,0
1273068,43.660645,-79.43169,4,308,4,2011,11,17,14,83,1,1,1,1,0,0,0,0
1263147,43.650645000000004,-79.44299000000001,0,311,7,2011,11,11,11,83,0,1,1,1,1,0,0,0
1275736,43.648845,-79.47529,3,328,24,2011,11,14,11,87,0,1,1,1,1,0,0,0
1276528,43.651645,-79.37899,4,329,25,2011,11,9,51,75,1,1,1,1,1,0,0,0
1266196,43.801445,-79.14229,4,329,25,2011,11,15,42,131,1,1,1,1,0,0,0,0
1275965,43.754645000000004,-79.35199,4,329,25,2011,11,16,33,42,1,1,1,1,1,0,0,0
1266407,43.757145,-79.19569,6,331,27,2011,11,0,43,136,0,0,0,0,1,0,0,0
1279742,43.649845,-79.38079,3,349,15,2011,12,9,52,76,1,0,1,0,1,0,0,0
1280448,43.648445,-79.39779,1,354,20,2011,12,14,14,78,1,1,1,1,0,0,0,0
1282186,43.677045,-79.44739,1,361,27,2011,12,14,13,92,1,0,1,0,1,0,0,0
1286830,43.670045,-79.41319,1,24,24,2012,1,13,14,95,1,0,1,0,1,0,0,0
1287004,43.675944,-79.359889,3,26,26,2012,1,14,54,68,1,0,1,0,0,0,0,0
1288672,43.690045,-79.40639,1,38,7,2012,2,13,53,96,0,1,1,1,1,0,0,0
1289419,43.643345000000004,-79.40529000000001,1,45,14,2012,2,14,14,82,1,0,1,1,1,0,0,0
1290624,43.650045,-79.43829000000001,0,58,27,2012,2,20,11,83,0,1,0,1,1,0,0,0
925966,43.663845,-79.38419,3,243,31,2006,8,1,51,75,1,1,0,1,1,0,0,0
925963,43.761645,-79.34459,3,243,31,2006,8,20,33,45,0,1,0,1,1,0,0,0
923394,43.715945,-79.35349000000001,0,254,11,2006,9,16,53,55,1,1,1,1,0,0,0,0
929168,43.669645,-79.30149,6,260,17,2006,9,20,55,63,0,1,1,1,0,0,0,0
929484,43.676845,-79.41039,1,262,19,2006,9,9,13,96,0,1,1,1,1,0,0,0
929816,43.676145,-79.35889,4,265,22,2006,9,1,54,68,1,0,0,1,1,0,0,0
931773,43.660545,-79.34249,3,278,5,2006,10,19,55,70,0,1,0,1,1,0,0,0
933527,43.686545,-79.441592,4,279,6,2006,10,18,13,107,0,1,0,1,1,0,0,0
932028,43.661945,-79.36699,0,282,9,2006,10,10,51,72,0,1,1,1,1,0,0,0
932044,43.747145,-79.24459,1,283,10,2006,10,7,43,127,1,1,1,1,1,0,0,0
935297,43.650445,-79.37849,4,286,13,2006,10,23,51,75,1,1,0,1,1,0,0,0
939973,43.657045000000004,-79.42379,5,287,14,2006,10,13,14,80,0,1,1,1,1,0,0,0
932486,43.746645,-79.56669000000001,6,288,15,2006,10,19,31,22,1,1,0,1,0,0,0,0
984087,43.639945000000004,-79.38019,3,221,9,2007,8,8,52,77,0,1,1,1,1,0,0,1
937955,43.757045,-79.31019,5,308,4,2006,11,18,41,119,0,1,0,1,0,0,0,0
942296,43.653345,-79.37519,1,332,28,2006,11,23,51,75,1,1,1,1,0,0,0,0
943330,43.648845,-79.37939,3,341,7,2006,12,18,52,76,1,1,0,1,0,0,0,0
945676,43.662745,-79.44239,2,354,20,2006,12,14,11,93,0,1,1,1,1,0,0,0
976566,43.783445,-79.26639,0,43,12,2007,2,8,42,128,1,0,1,0,1,0,0,0
990835,43.669045000000004,-79.59139,2,59,28,2007,2,18,23,1,1,1,0,1,0,0,0,0
962572,43.736545,-79.21949000000001,1,72,13,2007,3,15,43,139,1,1,1,1,0,0,0,0
962717,43.647945,-79.38639,2,73,14,2007,3,14,52,76,0,0,1,1,1,0,0,0
964870,43.661445,-79.40069,1,86,27,2007,3,20,52,79,0,1,0,1,0,0,0,0
966448,43.646345000000004,-79.38409,3,95,5,2007,4,13,52,76,1,0,1,1,1,0,1,0
969841,43.667145,-79.40149,5,111,21,2007,4,17,53,79,1,1,1,1,1,0,0,0
977666,43.814545,-79.29219,6,154,3,2007,6,17,42,130,1,1,1,1,1,0,1,0
974080,43.760445000000004,-79.38659,4,159,8,2007,6,8,33,40,1,1,1,1,0,0,0,0
980093,43.674745,-79.45739,3,165,14,2007,6,9,12,91,1,1,1,1,0,0,0,0
980579,43.696145,-79.39619,3,172,21,2007,6,9,53,104,1,1,1,1,1,0,0,1
981582,43.750745,-79.38469,1,177,26,2007,6,11,33,40,1,1,1,1,0,0,0,0
981935,43.674945,-79.39569,5,181,30,2007,6,14,53,95,1,1,1,1,0,0,0,0
986987,43.666045000000004,-79.31799000000001,5,181,30,2007,6,21,55,65,0,1,0,1,0,0,0,0
977612,43.700144,-79.516193,0,183,2,2007,7,11,12,113,1,1,1,1,1,0,1,0
984365,43.650245,-79.44099,6,196,15,2007,7,18,11,83,0,1,1,1,1,0,0,0
